rcid,session,date,unres,me,nu,di,hr,co,ec
5272,68,12/5/2013,R/68/58,0,1,1,0,0,0
5346,69,12/2/2014,R/69/69,0,1,1,0,0,0
5427,70,12/7/2015,R/70/62,0,1,1,0,0,0
4777,62,12/5/2007,R/62/51,0,1,1,0,0,0
4570,59,12/3/2004,R/59/102,0,1,1,0,0,0
3845,49,12/5/1994,R/49/75O,0,0,1,0,0,0
4059,52,12/3/1997,R/52/38Q,0,0,1,0,0,0
4146,53,12/6/1998,R/53/77P,0,0,1,0,0,0
4568,59,12/3/2004,R/59/88,0,0,0,0,0,0
4683,61,12/6/2006,R/61/82,0,0,1,0,0,0
3775,48,12/5/1993,R/48/75J,0,0,1,0,0,0
3935,50,12/3/1995,R/50/70L,0,0,1,0,0,0
3992,51,12/3/1996,R/51/45Q,0,0,1,0,0,0
4190,54,12/4/1999,R/54/54M,0,0,1,0,0,0
4253,55,11/3/2000,R/55/33P,0,0,1,0,0,0
4317,56,11/6/2001,R/56/24I,0,0,1,0,0,0
4390,57,11/7/2002,R/57/77,0,0,1,0,0,0
4504,58,12/8/2003,R/58/39,0,0,1,0,0,0
4635,60,12/8/2005,R/60/75,0,0,1,0,0,0
4859,63,12/2/2008,R/63/44,0,0,1,0,0,0
4993,64,12/2/2009,R/64/42,0,0,1,0,0,0
5059,65,12/8/2010,R/65/46,0,0,1,0,0,0
5153,66,12/2/2011,R/66/37,0,0,1,0,0,0
5208,67,12/3/2012,R/67/62,0,0,1,0,0,0
5271,68,12/5/2013,R/68/56,0,0,1,0,0,0
5333,69,12/2/2014,R/69/47,0,0,1,0,0,0
5415,70,12/7/2015,R/70/44,0,0,1,0,0,0
2841,40,12/5/1985,R/40/94A,0,0,1,0,0,0
3005,41,12/4/1986,R/41/59M,0,0,1,0,0,0
3142,42,11/2/1987,R/42/38N,0,0,1,0,0,0
3323,43,12/4/1988,R/43/75S,0,0,1,0,0,0
3466,44,12/6/1989,R/44/116S,0,0,1,0,0,0
3000,41,12/4/1986,R/41/59G,0,0,1,0,0,0
3460,44,12/6/1989,R/44/116J,0,0,0,0,0,1
2827,40,12/5/1985,R/40/80B,0,1,0,0,0,0
2791,40,10/6/1985,R/40/5,0,0,0,0,0,0
3250,43,10/3/1988,R/43/12,0,0,0,0,0,0
4042,52,11/3/1997,R/52/22,0,0,0,0,0,0
4157,53,12/6/1998,R/53/85,0,0,0,0,0,0
4218,54,12/4/1999,R/54/117,0,0,0,0,0,0
4301,55,12/4/2000,R/55/179,0,0,0,0,0,0
4369,56,12/7/2001,R/56/216,0,0,0,0,0,0
4332,56,12/7/2001,R/56/49,0,1,0,0,0,0
4421,57,12/3/2002,R/57/156,0,0,0,0,0,0
4443,57,12/7/2002,R/57/298,0,0,0,0,0,0
5314,69,11/11/2014,R/69/14,0,0,1,0,0,0
4375,57,11/6/2002,R/57/49,0,1,0,0,0,0
4591,59,10/22/2004,R/59/6,0,1,0,0,0,0
4834,63,11/3/2008,R/63/13,0,1,0,0,0,0
4675,61,12/4/2006,R/61/47,0,1,0,0,0,0
2947,41,10/6/1986,R/41/4,0,0,0,0,0,0
3103,42,10/5/1987,R/42/5,0,0,0,0,0,0
3248,43,10/2/1988,R/43/3,0,0,0,0,0,0
3387,44,10/3/1989,R/44/7,0,0,0,0,0,0
3564,45,12/5/1990,R/45/82,0,0,0,0,0,0
3592,46,12/5/1991,R/46/24,0,0,0,0,0,0
3666,47,10/5/1992,R/47/12,0,0,0,0,0,0
4000,51,12/5/1996,R/51/57,0,0,0,0,0,0
1392,27,12/7/1972,R/27/3017,0,0,0,0,0,0
5141,66,9/16/2011,R/66/1A,0,0,0,0,0,0
1410,27,12/1/1972,,0,0,0,0,0,0
2845,40,12/5/1985,R/40/94I,0,0,1,0,0,0
3361,43,12/6/1988,R/43/160A,1,0,0,0,0,0
4107,52,7/3/1998,R/52/250,1,0,0,0,0,0
1553,29,12/2/1974,R/29/3325,0,0,0,1,0,0
1444,28,12/4/1973,R/28/3081A,0,0,0,0,0,0
4688,61,12/6/2006,R/61/67,0,0,1,0,0,0
2950,41,10/2/1986,R/41/11,0,0,0,0,0,0
2967,41,11/5/1986,R/41/38,0,0,0,0,0,0
4064,52,12/3/1997,R/52/44,0,0,0,0,0,0
4178,54,12/4/1999,R/54/47,0,0,0,0,0,0
3064,41,12/5/1986,R/41/128,0,0,0,1,0,1
2915,40,12/2/1985,R/40/168A,1,0,0,0,0,0
3764,48,12/3/1993,R/48/59B,1,0,0,0,0,0
3853,49,12/6/1994,R/49/87B,1,0,0,0,0,0
3881,50,12/2/1995,R/50/22B,1,0,0,0,0,0
3972,51,12/4/1996,R/51/28,1,0,0,0,0,0
4070,52,12/3/1997,R/52/54,1,0,0,0,0,0
4114,53,12/4/1998,R/53/38,1,0,0,0,0,0
4173,54,12/4/1999,R/54/38,1,0,0,0,0,0
4264,55,12/7/2000,R/55/51,1,0,0,0,0,0
4327,56,12/3/2001,R/56/32,1,0,0,0,0,0
4403,57,12/4/2002,R/57/112,1,0,0,0,0,0
3251,43,10/4/1988,R/43/13,0,0,0,1,0,0
4861,63,12/2/2008,R/63/41,0,1,1,0,0,0
5065,65,12/8/2010,R/65/71,0,1,1,0,0,0
5202,67,12/3/2012,R/67/46,0,1,1,0,0,0
5330,69,12/2/2014,R/69/42,0,1,1,0,0,0
4773,62,12/5/2007,R/62/36,0,1,1,0,0,0
3464,44,12/6/1989,R/44/116P,0,0,0,0,0,0
3530,45,12/3/1990,R/45/58O,0,0,0,0,0,0
3218,42,12/3/1987,R/42/160G,1,0,0,0,0,0
3299,43,12/3/1988,R/43/58G,1,0,0,0,0,0
3430,44,12/6/1989,R/44/48G,1,0,0,0,0,0
3559,45,12/3/1990,R/45/74G,1,0,0,0,0,0
3626,46,12/2/1991,R/46/47G,1,0,0,0,0,0
3715,47,12/2/1992,R/47/70G,1,0,0,0,0,0
3297,43,12/3/1988,R/43/58E,1,0,0,0,0,0
3428,44,12/6/1989,R/44/48E,1,0,0,0,0,0
3557,45,12/3/1990,R/45/74E,1,0,0,0,0,0
3624,46,12/2/1991,R/46/47E,1,0,0,0,0,0
3713,47,12/2/1992,R/47/70E,1,0,0,0,0,0
2900,40,12/2/1985,R/40/161E,1,0,0,0,0,0
3019,41,12/4/1986,R/41/63F,1,0,0,0,0,0
1359,27,9/5/1972,R/27/3034B,0,0,0,0,0,0
3755,48,12/6/1993,R/48/41D,1,0,0,0,0,0
3819,49,12/6/1994,R/49/36D,1,0,0,0,0,0
3893,50,12/4/1995,R/50/29D,1,0,0,0,0,0
3216,42,12/3/1987,R/42/160E,1,0,0,0,0,0
3238,42,12/6/1987,R/42/209/C,1,0,0,0,0,0
3283,43,12/3/1988,R/43/54B,1,0,0,0,0,0
3408,44,12/2/1989,R/44/40B,1,0,0,0,0,0
3566,45,12/5/1990,R/45/83B,1,0,0,0,0,0
3645,46,12/2/1991,R/46/82B,1,0,0,0,0,0
3212,42,12/3/1987,R/42/160A,1,0,0,0,0,0
3296,43,12/3/1988,R/43/58D,1,0,0,0,0,0
3427,44,12/6/1989,R/44/48D,1,0,0,0,0,0
3556,45,12/3/1990,R/45/74D,1,0,0,0,0,0
3623,46,12/2/1991,R/46/47D,1,0,0,0,0,0
3712,47,12/2/1992,R/47/70D,1,0,0,0,0,0
2917,40,12/2/1985,R/40/168C,1,0,0,0,0,0
3080,41,12/5/1986,R/41/162C,1,0,0,0,0,0
3239,42,12/6/1987,R/42/209/D,1,0,0,0,0,0
3284,43,12/3/1988,R/43/54C,1,0,0,0,0,0
3409,44,12/2/1989,R/44/40C,1,0,0,0,0,0
3567,45,12/5/1990,R/45/83C,1,0,0,0,0,0
3693,47,12/6/1992,R/47/63B,1,0,0,0,0,0
3763,48,12/3/1993,R/48/59A,1,0,0,0,0,0
3852,49,12/6/1994,R/49/87A,1,0,0,0,0,0
3880,50,12/2/1995,R/50/22A,1,0,0,0,0,0
3971,51,12/4/1996,R/51/27,1,0,0,0,0,0
4069,52,12/3/1997,R/52/53,1,0,0,0,0,0
4113,53,12/4/1998,R/53/37,1,0,0,0,0,0
4172,54,12/4/1999,R/54/37,1,0,0,0,0,0
4263,55,12/7/2000,R/55/50,1,0,0,0,0,0
4326,56,12/3/2001,R/56/31,1,0,0,0,0,0
4402,57,12/4/2002,R/57/111,1,0,0,0,0,0
3698,47,12/6/1992,R/47/64E,1,0,0,0,1,0
3366,43,12/6/1988,R/43/171A,0,0,0,0,0,1
3367,43,12/6/1988,R/43/171B,0,0,0,0,0,1
3210,42,12/2/1987,R/42/158,0,0,0,0,0,1
4770,62,12/5/2007,R/62/17,0,0,0,0,0,1
4618,60,12/8/2005,R/60/45,0,0,0,0,0,1
4700,61,12/6/2006,R/61/54,0,0,0,0,0,1
4864,63,12/2/2008,R/63/37,0,0,0,0,0,1
2872,40,12/2/1985,R/40/151A,0,0,1,0,0,0
3325,43,12/4/1988,R/43/76A,0,0,1,0,0,0
2849,40,12/5/1985,R/40/94N,0,0,1,0,0,0
2882,40,12/2/1985,R/40/152E,0,0,1,0,0,0
3038,41,12/5/1986,R/41/86D,0,0,1,0,0,0
3154,42,11/2/1987,R/42/42H,0,0,1,0,0,0
4136,53,12/6/1998,R/53/73,0,0,1,0,0,0
3279,43,12/2/1988,R/43/50H,0,0,0,1,0,0
3181,42,12/6/1987,R/42/72,0,0,0,0,1,0
2857,40,12/6/1985,R/40/97D,0,0,0,0,0,0
2971,41,11/5/1986,R/41/39D,0,0,0,0,0,0
3108,42,11/6/1987,R/42/14D,0,0,0,0,0,0
3262,43,11/5/1988,R/43/26D,0,0,0,0,0,0
4712,61,12/14/2006,R/61/129,0,0,0,0,1,0
4870,63,12/5/2008,R/63/109,0,0,0,0,1,0
2976,41,12/3/1986,R/41/42,0,0,0,0,1,0
3269,43,11/3/1988,R/43/46,0,0,0,0,1,0
3442,44,12/2/1989,R/44/102,0,0,0,0,1,0
3508,45,11/3/1990,R/45/35,0,0,0,0,1,0
3633,46,12/4/1991,R/46/72,0,0,0,0,1,0
3672,47,11/4/1992,R/47/24,0,0,0,0,1,0
3760,48,12/6/1993,R/48/53,0,0,0,0,1,0
3856,49,12/6/1994,R/49/90,0,0,0,0,1,0
3911,50,12/4/1995,R/50/40,0,0,0,0,1,0
4030,51,12/6/1996,R/51/147,0,0,0,0,1,0
4086,52,12/4/1997,R/52/79,0,0,0,0,1,0
4134,53,12/5/1998,R/53/69,0,0,0,0,1,0
4216,54,12/2/1999,R/54/92,0,0,0,0,1,0
4297,55,12/7/2000,R/55/145,0,0,0,0,1,0
4347,56,12/3/2001,R/56/73,0,0,0,0,1,0
4418,57,12/5/2002,R/57/139,0,0,0,0,1,0
4478,58,12/9/2003,R/58/110,0,0,0,0,1,0
4547,59,12/10/2004,R/59/135,0,0,0,0,1,0
4653,60,12/8/2005,R/60/118,0,0,0,0,1,0
4785,62,12/17/2007,R/62/119,0,0,0,0,1,0
5016,64,12/10/2009,R/64/105,0,0,0,0,1,0
5089,65,12/10/2010,R/65/116,0,0,0,0,1,0
5178,66,12/9/2011,R/66/90,0,0,0,0,1,0
5225,67,12/18/2012,R/67/133,0,0,0,0,1,0
5279,68,12/11/2013,R/68/96,0,0,0,0,1,0
5349,69,12/5/2014,R/69/106,0,0,0,0,1,0
5430,70,12/9/2015,R/70/103,0,0,0,0,1,0
4781,62,12/10/2007,R/62/81,1,0,0,0,0,0
4116,53,12/4/1998,R/53/40,1,0,0,1,0,0
3797,48,12/2/1993,R/48/158B,1,0,0,1,0,0
3827,49,12/4/1994,R/49/62B,1,0,0,1,0,0
3944,50,12/6/1995,R/50/84B,1,0,0,1,0,0
3968,51,12/4/1996,R/51/24,1,0,0,1,0,0
4066,52,12/3/1997,R/52/50,1,0,0,1,0,0
4175,54,12/4/1999,R/54/40,1,0,0,1,0,0
4266,55,12/7/2000,R/55/53,1,0,0,1,0,0
4329,56,12/3/2001,R/56/34,1,0,0,1,0,0
4399,57,12/4/2002,R/57/108,1,0,0,1,0,0
4517,58,12/3/2003,R/58/19,1,0,0,1,0,0
4586,59,12/1/2004,R/59/29,1,0,0,1,0,0
4661,60,12/1/2005,R/60/37,1,0,0,1,0,0
4673,61,12/1/2006,R/61/23,1,0,0,1,0,0
4839,63,11/26/2008,R/63/27,1,0,0,1,0,0
4982,64,12/2/2009,R/64/17,1,0,0,1,0,0
5053,65,11/30/2010,R/65/14,1,0,0,1,0,0
5184,67,11/30/2012,R/67/21,1,0,0,1,0,0
5254,68,11/26/2013,R/68/13,1,0,0,1,0,0
5316,69,11/25/2014,R/69/21,1,0,0,1,0,0
5397,70,11/24/2015,R/70/13,1,0,0,1,0,0
5124,66,11/30/2011,R/66/15,1,0,0,0,0,0
3824,49,12/6/1994,R/49/52,0,0,0,0,0,0
3208,42,12/2/1987,R/42/151,0,0,0,0,0,0
3365,43,12/6/1988,R/43/164,0,0,0,0,0,0
3406,44,12/2/1989,R/44/32,0,0,0,0,0,0
2823,40,12/4/1985,R/40/69,0,0,0,0,0,0
3035,41,12/4/1986,R/41/75,0,0,0,0,0,0
3209,42,12/2/1987,R/42/153,0,0,0,0,0,0
4131,53,12/5/1998,R/53/61,0,0,0,0,1,1
4083,52,12/4/1997,R/52/72,0,0,0,0,1,1
4295,55,12/7/2000,R/55/138,0,0,0,0,1,1
4872,63,12/5/2008,R/63/102,0,0,0,0,1,1
5361,69,12/5/2014,R/69/98,0,0,0,0,1,1
5441,70,12/9/2015,R/70/95,0,0,0,0,1,1
4213,54,12/2/1999,R/54/84,0,0,0,0,1,1
4345,56,12/3/2001,R/56/66,0,0,0,0,1,1
4416,57,12/5/2002,R/57/132,0,0,0,0,1,1
4481,58,12/9/2003,R/58/103,0,0,0,0,1,1
4551,59,12/10/2004,R/59/128,0,0,0,0,1,1
4651,60,12/8/2005,R/60/111,0,0,0,0,1,1
4722,61,12/14/2006,R/61/123,0,0,0,0,1,1
4787,62,12/17/2007,R/62/113,0,0,0,0,1,1
5014,64,12/10/2009,R/64/98,0,0,0,0,1,1
5087,65,12/10/2010,R/65/109,0,0,0,0,1,1
5176,66,12/9/2011,R/66/83,0,0,0,0,1,1
5223,67,12/18/2012,R/67/126,0,0,0,0,1,1
5277,68,12/11/2013,R/68/88,0,0,0,0,1,1
2871,40,12/2/1985,R/40/150,0,0,1,0,0,1
3337,43,12/4/1988,R/43/78J,0,0,1,0,0,1
3735,47,12/3/1992,R/47/172,1,0,0,0,0,1
3802,48,12/3/1993,R/48/212,1,0,0,0,0,1
3857,49,12/2/1994,R/49/132,1,0,0,0,0,1
3949,50,12/4/1995,R/50/129,1,0,0,0,0,1
2918,40,12/3/1985,R/40/169,1,0,0,0,0,1
2923,40,12/3/1985,R/40/185,0,0,0,0,0,1
3082,41,12/6/1986,R/41/165,0,0,0,0,0,1
3223,42,12/6/1987,R/42/173,0,0,0,0,0,1
3495,44,12/6/1989,R/44/215,0,0,0,0,0,1
3660,46,12/6/1991,R/46/210,0,0,0,0,0,1
3800,48,12/3/1993,R/48/168,0,0,0,0,0,1
3948,50,12/4/1995,R/50/96,0,0,0,0,0,1
3480,44,12/6/1989,R/44/123,0,0,1,0,0,0
4855,63,12/2/2008,R/63/54,0,1,1,0,0,0
5072,65,12/8/2010,R/65/55,0,1,1,0,0,0
5196,67,12/3/2012,R/67/36,0,1,1,0,0,0
5339,69,12/2/2014,R/69/57,0,1,1,0,0,0
4771,62,12/5/2007,R/62/30,0,1,1,0,0,0
3163,42,11/2/1987,R/42/52,0,0,0,1,0,0
3484,44,12/6/1989,R/44/128,0,0,0,0,0,0
4464,58,12/22/2003,R/58/184,0,0,0,0,0,0
4534,59,12/20/2004,R/59/199,0,0,0,0,0,0
3966,51,11/4/1996,R/51/22,0,0,0,0,0,1
4109,53,10/2/1998,R/53/10,0,0,0,0,0,1
4238,55,10/5/2000,R/55/6,0,0,0,0,0,1
4269,55,12/3/2000,R/55/66,0,0,0,1,0,0
4372,57,9/3/2002,R/57/5,0,0,0,0,0,1
3235,42,12/6/1987,R/42/205,0,0,0,0,0,0
3974,51,12/4/1996,R/51/30I,0,0,0,0,0,0
2913,40,12/2/1985,R/40/165K,1,0,0,0,0,0
3032,41,12/4/1986,R/41/69K,1,0,0,0,0,0
3177,42,12/4/1987,R/42/69K,1,0,0,0,0,0
3292,43,12/3/1988,R/43/57J,1,0,0,0,0,0
3422,44,12/6/1989,R/44/47J,1,0,0,0,0,0
3551,45,12/3/1990,R/45/73J,1,0,0,0,0,0
3618,46,12/2/1991,R/46/46J,1,0,0,0,0,0
3707,47,12/2/1992,R/47/69J,1,0,0,0,0,0
3750,48,12/6/1993,R/48/40I,1,0,0,0,0,0
3815,49,12/6/1994,R/49/35G,1,0,0,0,0,0
3889,50,12/4/1995,R/50/28G,1,0,0,0,0,0
4018,51,12/6/1996,R/51/130,1,0,0,0,0,0
4076,52,12/4/1997,R/52/63,1,0,0,0,0,0
4124,53,12/5/1998,R/53/52,1,0,0,0,0,0
4206,54,12/2/1999,R/54/75,1,0,0,0,0,0
4288,55,12/7/2000,R/55/129,1,0,0,0,0,0
4338,56,12/3/2001,R/56/58,1,0,0,0,0,0
4409,57,12/5/2002,R/57/123,1,0,0,0,0,0
3695,47,12/6/1992,R/47/64B,1,0,0,1,0,0
2846,40,12/5/1985,R/40/94K,0,0,1,0,0,0
3314,43,12/4/1988,R/43/75G,0,0,1,0,0,0
3457,44,12/6/1989,R/44/116E,0,0,1,0,0,0
4053,52,12/3/1997,R/52/38J,0,0,1,0,0,0
4139,53,12/6/1998,R/53/77E,0,0,1,0,0,0
4195,54,12/4/1999,R/54/54V,0,0,1,0,0,0
3228,42,12/6/1987,R/42/198,0,0,0,0,0,1
3379,43,12/3/1988,R/43/198,0,0,0,0,0,1
3493,44,12/6/1989,R/44/205,0,0,0,0,0,1
3736,47,12/3/1992,R/47/198,0,0,0,0,0,1
3801,48,12/3/1993,R/48/182,0,0,0,0,0,1
4004,51,12/5/1996,R/51/100,0,0,0,1,0,0
3575,45,12/3/1990,R/45/150,0,0,0,0,0,0
3655,46,12/3/1991,R/46/137,0,0,0,0,0,0
3728,47,12/6/1992,R/47/138,0,0,0,0,0,0
3791,48,12/2/1993,R/48/131,0,0,0,0,0,0
4533,59,12/20/2004,R/59/201,0,0,0,0,0,0
3488,44,12/6/1989,R/44/167,0,0,0,1,0,0
3809,49,12/6/1994,R/49/33,0,0,0,0,0,0
3586,45,12/6/1990,R/45/188,0,0,0,0,0,1
5243,67,12/21/2012,R/67/202,0,0,0,0,0,1
5381,69,12/19/2014,R/69/210,0,0,0,0,0,1
4051,52,12/3/1997,R/52/38E,0,0,1,0,0,0
4891,63,12/18/2008,R/63/167,0,0,0,1,0,0
4541,59,12/20/2004,R/59/181,0,0,0,1,0,0
4351,56,12/5/2001,R/56/146,0,0,0,1,0,0
3054,41,12/5/1986,R/41/92,0,0,0,0,0,0
4680,61,12/6/2006,R/61/88,0,1,0,0,0,0
4851,63,12/2/2008,R/63/63,0,1,0,0,0,0
2829,40,12/5/1985,R/40/83,0,1,1,0,0,0
2987,41,12/4/1986,R/41/49,0,1,1,0,0,0
3127,42,11/2/1987,R/42/29,0,1,1,0,0,0
3306,43,12/4/1988,R/43/66,0,1,1,0,0,0
3447,44,12/6/1989,R/44/109,0,1,1,0,0,0
3518,45,12/3/1990,R/45/53,0,1,1,0,0,0
3595,46,12/6/1991,R/46/31,0,1,1,0,0,0
3677,47,12/4/1992,R/47/49,0,1,1,0,0,0
3769,48,12/5/1993,R/48/72,0,1,1,0,0,0
3834,49,12/5/1994,R/49/72,0,1,1,0,0,0
3925,50,12/3/1995,R/50/67,0,1,1,0,0,0
3978,51,12/3/1996,R/51/42,0,1,1,0,0,0
5419,70,12/7/2015,R/70/50,0,1,1,0,0,0
3996,51,12/3/1996,R/51/47A,0,0,1,0,0,0
2893,40,12/2/1985,R/40/156C,0,0,0,0,0,0
3051,41,12/5/1986,R/41/88C,0,0,0,0,0,0
3161,42,11/2/1987,R/42/46B,0,0,0,0,0,0
3343,43,12/4/1988,R/43/83B,0,0,0,0,0,0
3482,44,12/6/1989,R/44/124B,0,0,0,0,0,0
3562,45,12/4/1990,R/45/78B,0,0,0,0,0,0
3610,46,12/6/1991,R/46/41B,0,0,0,0,0,0
3730,47,12/6/1992,R/47/142,0,0,0,1,0,0
3762,48,12/3/1993,R/48/58,1,0,0,0,0,0
3799,48,12/2/1993,R/48/158D,1,0,0,0,0,0
3829,49,12/4/1994,R/49/62D,1,0,0,0,0,0
3946,50,12/6/1995,R/50/84D,1,0,0,0,0,0
3970,51,12/4/1996,R/51/26,1,0,0,0,0,0
4068,52,12/3/1997,R/52/52,1,0,0,0,0,0
4118,53,12/4/1998,R/53/42,1,0,0,0,0,0
4177,54,12/4/1999,R/54/42,1,0,0,0,0,0
4268,55,12/7/2000,R/55/55,1,0,0,0,0,0
4331,56,12/3/2001,R/56/36,1,0,0,0,0,0
4401,57,12/4/2002,R/57/110,1,0,0,0,0,0
5380,69,12/19/2014,R/69/207,0,0,0,0,0,1
4726,61,12/19/2006,R/61/173,0,0,0,0,0,0
4431,57,12/5/2002,R/57/214,0,0,0,0,0,0
4886,63,12/18/2008,R/63/182,0,0,0,1,0,0
5101,65,12/21/2010,R/65/208,0,0,0,1,0,0
5234,67,12/20/2012,R/67/168,0,0,0,1,0,0
5375,69,12/18/2014,R/69/182,0,0,0,1,0,0
4535,59,12/20/2004,R/59/197,0,0,0,1,0,0
3737,47,4/5/1993,R/47/229,0,0,0,0,0,1
5091,65,12/10/2010,R/65/118,0,0,0,0,1,0
2940,40,12/4/1985,R/40/253C,0,0,0,0,0,0
3100,41,12/5/1986,R/41/211C,0,0,0,0,0,0
5248,67,12/24/2012,R/67/243,0,0,0,0,0,0
2809,40,12/2/1985,R/40/58,0,0,0,0,0,0
3178,42,12/5/1987,R/42/70/A,0,0,0,0,0,0
3179,42,12/5/1987,R/42/70/B,0,0,0,0,0,0
3382,43,12/4/1988,R/43/228,0,0,0,0,0,0
3241,42,12/2/1987,R/42/223,1,0,0,0,0,0
3383,43,12/4/1988,R/43/229,1,0,0,0,0,0
4237,54,6/6/2000,R/54/267,1,0,0,0,0,0
4302,55,12/4/2000,R/55/180A,1,0,0,0,0,0
4303,55,6/6/2001,R/55/180B,1,0,0,0,0,0
4367,56,12/7/2001,R/56/214A,1,0,0,0,0,0
4368,56,12/7/2001,R/56/214B,1,0,0,0,0,0
4444,57,6/5/2003,R/57/325,1,0,0,0,0,0
4446,58,6/18/2004,R/58/307,1,0,0,0,0,0
4038,51,6/6/1997,R/51/233,1,0,0,0,0,0
2981,41,12/4/1986,R/41/44A,0,0,0,0,0,0
2982,41,12/4/1986,R/41/44B,0,0,0,0,0,0
4521,59,12/8/2005,R/59/307,1,0,0,0,0,0
4666,60,6/30/2006,R/60/278,1,0,0,0,0,0
5045,64,6/24/2010,R/64/282,1,0,0,0,0,0
5115,65,6/30/2011,R/65/303,1,0,0,0,0,0
5311,68,6/30/2014,R/68/292,1,0,0,0,0,0
5390,69,6/25/2015,R/69/302,1,0,0,0,0,0
4751,61,4/2/2007,R/61/250B,1,0,0,0,0,0
4752,61,6/29/2007,R/61/250C,1,0,0,0,0,0
3083,41,12/6/1986,R/41/179A,1,0,0,0,0,0
3084,41,12/6/1986,R/41/179B,1,0,0,0,0,0
3947,50,6/6/1996,R/50/89B,0,0,0,0,0,0
4106,52,6/6/1998,R/52/237,1,0,0,0,0,0
4168,53,6/3/1999,R/53/227,1,0,0,0,0,0
4748,61,12/22/2006,R/61/250A,0,0,0,0,0,0
4765,62,12/5/2007,R/62/24,0,1,1,0,0,0
4634,60,12/8/2005,R/60/72,0,1,1,0,0,0
4989,64,12/2/2009,R/64/31,0,1,1,0,0,0
5149,66,12/2/2011,R/66/28,0,1,1,0,0,0
5262,68,12/5/2013,R/68/35,0,1,1,0,0,0
5411,70,12/7/2015,R/70/38,0,1,1,0,0,0
5261,68,12/5/2013,R/68/32,0,1,1,0,0,0
5340,69,12/2/2014,R/69/58,0,1,1,0,0,0
5409,70,12/7/2015,R/70/34,0,1,1,0,0,0
4258,55,11/3/2000,R/55/33X,0,1,1,0,0,0
4323,56,11/6/2001,R/56/24S,0,1,1,0,0,0
4759,62,12/5/2007,R/62/39,0,1,1,0,0,0
4193,54,12/4/1999,R/54/54Q,0,1,1,0,0,0
4394,57,11/7/2002,R/57/85,0,1,1,0,0,0
4511,58,12/8/2003,R/58/46,0,1,1,0,0,0
4565,59,12/3/2004,R/59/83,0,1,1,0,0,0
4636,60,12/8/2005,R/60/76,0,1,1,0,0,0
4684,61,12/6/2006,R/61/83,0,1,1,0,0,0
4856,63,12/2/2008,R/63/49,0,1,1,0,0,0
5001,64,12/2/2009,R/64/55,0,1,1,0,0,0
5068,65,12/8/2010,R/65/76,0,1,1,0,0,0
5158,66,12/2/2011,R/66/46,0,1,1,0,0,0
5193,67,12/3/2012,R/67/33,0,1,1,0,0,0
5266,68,12/5/2013,R/68/42,0,1,1,0,0,0
5331,69,12/2/2014,R/69/43,0,1,1,0,0,0
5424,70,12/7/2015,R/70/56,0,1,1,0,0,0
4980,64,11/5/2009,R/64/10,1,0,0,1,0,0
4161,53,12/4/1998,R/53/143,0,0,0,1,0,0
3144,42,11/2/1987,R/42/39B,0,1,1,0,0,0
3378,43,12/3/1988,R/43/197,0,0,0,0,0,1
4422,57,12/5/2002,R/57/175,0,0,0,1,0,0
4449,58,12/23/2003,R/58/244,0,0,0,0,0,0
4524,59,12/23/2004,R/59/260,0,0,0,0,0,0
4596,60,12/23/2005,R/60/229,0,0,0,0,0,0
3772,48,12/5/1993,R/48/75C,0,0,1,0,0,0
2847,40,12/5/1985,R/40/94L,0,0,1,0,0,0
4903,63,12/24/2008,R/63/242,1,0,0,0,0,0
4739,61,12/19/2006,R/61/149,1,0,0,0,0,0
4544,59,12/20/2004,R/59/177,1,0,0,0,0,0
4453,58,12/22/2003,R/58/160,1,0,0,0,0,0
4616,60,12/16/2005,R/60/144,1,0,0,0,0,0
4825,62,12/22/2007,R/62/220,1,0,0,0,0,0
5031,64,12/18/2009,R/64/148,1,0,0,0,0,0
5121,66,12/19/2011,R/66/144,1,0,0,0,0,0
5229,67,12/20/2012,R/67/155,1,0,0,0,0,0
5300,68,12/18/2013,R/68/151,0,0,0,1,0,0
4830,62,6/30/2008,R/62/270,0,0,0,0,0,1
4896,63,12/18/2008,R/63/176,0,0,0,1,0,0
4222,54,12/6/1999,R/54/165,0,0,0,1,0,0
4276,55,12/3/2000,R/55/102,0,0,0,1,0,0
4360,56,12/5/2001,R/56/165,0,0,0,1,0,0
4429,57,12/5/2002,R/57/205,0,0,0,1,0,0
4458,58,12/22/2003,R/58/193,0,0,0,1,0,0
4540,59,12/20/2004,R/59/184,0,0,0,1,0,0
4613,60,12/16/2005,R/60/152,0,0,0,1,0,0
4735,61,12/19/2006,R/61/156,0,0,0,1,0,0
4805,62,12/18/2007,R/62/151,0,0,0,1,0,0
5024,64,12/18/2009,R/64/160,0,0,0,1,0,0
5102,65,12/21/2010,R/65/216,0,0,0,1,0,0
5131,66,12/19/2011,R/66/161,0,0,0,1,0,0
5233,67,12/20/2012,R/67/165,0,0,0,1,0,0
5293,68,12/18/2013,R/68/168,0,0,0,1,0,0
5370,69,12/18/2014,R/69/173,0,0,0,1,0,0
5454,70,12/17/2015,R/70/159,0,0,0,1,0,1
5228,67,12/20/2012,R/67/154,0,0,0,1,0,0
4212,54,12/2/1999,R/54/83,0,0,0,0,1,0
3903,50,12/4/1995,R/50/38B/VI,0,0,0,0,1,0
3093,41,12/5/1986,R/41/209C,0,0,0,0,0,0
5198,67,12/3/2012,R/67/39,0,1,1,0,0,0
